"influences";"influenced"
"Thorstein Veblen";"John Bates Clark"
"Thorstein Veblen";"John Dewey"
"Yanis Varoufak";"Joan Robinson"
"Yanis Varoufak";"Michał Kaleck"
"Yiannis L";"Hans Diedrich Hen"
"Yin Haiguan";"Jin Yuelin"
"Yuri Matiyasev";"Julia Robinson"
"H. A. P";"John Cook Wilson"
"Johannes Sturm";"Johann Winter von Andern"
"Lucas Fay";"Antoon Fay"
"Lucien Goldmann";"György Luká"
"Lucy Suchman";"Harold Garfinkel"
"Ludwig E";"Franz Oppenheim"
"Ludwig E";"Friedrich Hayek"
"Ludwig F";"Friedrich Heinrich J"
"Ludwig Wittgenstein";"Frank Ramsey (mathematician)"
"Ludwig Wittgenstein";"G. E. M"
"Ludwig von Bertalanffy";"Gustav Fechn"
"Ludwig von M";"Edmund Husserl"
"Ludwig von M";"Frank F"
"Ludwig von M";"Friedrich von W"
"Luigi Luzz";"Franz Hermann Schulze-Delitz"
"M.T. Hla (U Tun Hla)";"Robert Talbot Kelly"
"Constantino Mpodoz";"Humberto Fuenzal"
"V. Gordon Chil";"Gustaf Kossinn"
"Vernon L. Sm";"Friedrich Hayek"
"Jeffrey Beall";"Fred Kil"
"Eric Santn";"Slavoj Žižek"
"Eric Santn";"Franz Rosenzw"
"Gilbert Ryl";"Edmund Husserl"
"Mulla S";"Ibn A"
"K.C. Col";"Frank Oppenheim"
"Brand Blan";"Harold H. Joachim"
"Denis D";"Jean-François Melon"
"Dennis J. Schm";"Hans-Georg Gadam"
"Diego Velázquez";"Jacopo Bassan"
"Dieter Hen";"Hans-Georg Gadam"
"Dimitri Kitsik";"Halford Mackin"
"Dina Melicov";"Solon Borglum"
"Dixie Selden";"Frank Duveneck"
"Dominique Jan";"Félix Ravaisson-Mollien"
"Donald Davidson (philosopher)";"G. E. M. Anscom"
"Donald J";"H. C. Westermann"
"Gladys Dick";"Harry Gideon Well"
"Gordon Tullock";"Duncan Black"
"Gottfried Wilhelm Leibniz";"Francisco Suárez"
"Gottlob F";"Friedrich Adolf Trendelen"
"Gregor Mendel";"Franz Un"
"Gregory William Frux";"Harvey Dinnerstein"
"Knud Ejler Lø";"Hans L"
"Knut Hamsun";"Friedrich Nietz"
"Kristin R";"Jacques Ranciè"
"Qin Shi Huan";"Han F"
"R. G. Collingw";"Harold H. Joachim"
"Rachel Carson";"Frank Edwin Egl"
"Rafael C";"Ha-Joon Chan"
"Rajnish M";"Edward C. P"
"Guo X";"Li Cheng (painter)"
"Henry Harclay";"Duns S"
"Susan Haack";"Frank Ramsey (mathematician)"
"Francisco Hervé";"Humberto Fuenzal"
"Henry Jones (philosopher)";"Edward C"
"Iain Hamilton Gran";"Friedrich Wilhelm Joseph Schellin"
"Shaun Gall";"Edmund Husserl"
"Al-Suy";"Ibn A"
"Alasdair MacInty";"Edith Stein"
"Alasdair MacInty";"Friedrich Nietz"
"Alasdair MacInty";"G. E. M. Anscom"
"Albert Cam";"Friedrich Nietz"
"Albert Einstein";"Gunnar Nordström"
"Albert Jay Nock";"Franz Oppenheim"
"Aleksandr Dugin";"Halford Mackin"
"Aleksandr Formozov";"Grigorii Kozhevnikov"
"Alenka Zupančič";"Slavoj Žižek"
"Alexander Macfarlan";"G. B. Hal"
"Alexander Neham";"Friedrich Nietz"
"Alexandru Hâj";"Friedrich Wilhelm Joseph Schellin"
"Alexis T";"Slavoj Žižek"
"Alexius Meinon";"Franz Brentan"
"Alfred Adl";"Friedrich Nietz"
"Alfred Adl";"Hans Vaihin"
"Alfred North W";"Samuel Alexan"
"Alfred North W";"Gustav Fechn"
"Alton Brown";"Harold McG"
"Catherine Wiley";"Lloyd Branson"
"Cesare Lom";"Franz Joseph Gall"
"Chaim Weizmann";"Friedrich Nietz"
"Charles Darwin";"Edward Bly"
"Charles E. Lindblom";"Frank Kn"
"Charles Hartshorn";"Gustav Fechn"
"Charles Ogl";"Gary Kohlman"
"Charles Sanders P";"Duns S"
"Charles Sanders P";"Friedrich Wilhelm Joseph Schellin"
"Charles Secrétan";"Friedrich Wilhelm Joseph Schellin"
"Charles Taylor (philosopher)";"G. E. M. Anscom"
"Charles Taylor (philosopher)";"Hubert Dreyf"
"Florian Znanieck";"Gabriel T"
"Amy P";"Hongkun Park"
"Niklaus W";"Edsger W. Dijk"
"Norberto B";"Hans Kelsen"
"Norman O. Brown";"Géza Róheim"
"OSGEMEOS";"Futura (graffiti artist)"
"Francesco Bassano the Youn";"Jacopo Bassan"
"Piotr Michałowsk";"Franciszek Ksawery Lam"
"Tom Rockm";"György Luká"
"Avital Ronell";"Hélène Cix"
"Ayn Ran";"Friedrich Nietz"
"B. R. Ambedk";"Gabriel T"
"Bak Jiwon (born 1737)";"Hong Daeyon"
"Louis C";"Déodat Gratet de Dolom"
"Louis Lavell";"Félix Ravaisson-Mollien"
"Louis Michael Seidman";"Duncan Kennedy (legal philosopher)"
"Daniele A";"Hyman Minsky"
"John Richardson (philosopher)";"Hubert Dreyf"
"Josephine Ball";"Frank A. B"
"Cao C";"Han F"
"Carl Gustav Hempel";"Hans Reichen"
"Carl Jun";"Sabina Spielrein"
"Carl Jun";"Friedrich Nietz"
"Carl Jun";"Friedrich Wilhelm Joseph Schellin"
"Carl Men";"Franz Brentan"
"Carl S";"Hal Varian"
"Carl Stumpf";"Franz Brentan"
"Carlo Cignan";"Francesco Alban"
"Christian B";"Francis Parker Yockey"
"Christian von Ehrenfel";"Franz Brentan"
"C";"Arcesil"
"Claude Bern";"François Magen"
"Colin McGinn";"Edmund G"
"Alexander R. Galloway";"Fredric Jameson"
"Gary Pell";"Duncan Kennedy (legal philosopher)"
"Gaston Bachel";"Hélène Metz"
"Georg Bran";"Friedrich Nietz"
"Georg Wilhelm Friedrich Hegel";"Friedrich Heinrich J"
"Georg Wilhelm Friedrich Hegel";"Friedrich Wilhelm Joseph Schellin"
"George Kelly (psychologist)";"Hans Vaihin"
"George Selgin";"Friedrich Hayek"
"George Stigl";"Frank Kn"
"George Stigl";"Friedrich Hayek"
"George S";"Franz Brentan"
"George Sylvester M";"Friedrich Adolf Trendelen"
"George Yancy";"Fred Evans (philosopher)"
"Georges Simenon";"Edmond L"
"Gerard Manley Hopkin";"Duns S"
"Gianni Vattim";"Hans-Georg Gadam"
"Gilles Deleuz";"Duns S"
"Gilles Deleuz";"Friedrich Nietz"
"Gilles Deleuz";"Friedrich Wilhelm Joseph Schellin"
"Gilles Deleuz";"Félix G"
"Giordano Brun";"Franciscus P"
"Jean-Luc Marion";"Edmund Husserl"
"Jean-Paul S";"Edmund Husserl"
"Jean-Paul S";"Friedrich Nietz"
"Jean-Paul S";"György Luká"
"Jean Baudrill";"Guy D"
"Jean P";"Sabina Spielrein"
"Jean Wahl";"Gabriel Marcel"
"Jeff Koon";"Ed Paschk"
"Jeff Koon";"H. C. Westermann"
"Jeremy Bentham";"Francis Hutcheson (philosopher)"
"Jocelyn Bell Burnell";"Fred Hoyl"
"Jodi Dean";"Jacques Ranciè"
"Jodi Dean";"Slavoj Žižek"
"Johann Gottlieb F";"Friedrich Heinrich J"
"Johann Wolfgang von G";"Friedrich Wilhelm Joseph Schellin"
"John Anderson (philosopher)";"Samuel Alexan"
"John B. Tayl";"E. Philip Howrey"
"John Finn";"H. L. A. H"
"John Haugelan";"Hubert Dreyf"
"John Hick";"Friedrich Hayek"
"John Martin F";"Harry Frankf"
"John McDowell";"Hans-Georg Gadam"
"David Papin";"Ian Hackin"
"William Caparn";"William Cubley"
"Pamela Hieronym";"Harry Frankf"
"Paolo Virn";"Gabriel T"
"Beauford Delaney";"Lloyd Branson"
"Benito Mussolin";"Gustave Le Bon"
"Benjamin Franklin";"François Quesnay"
"Benjamin Tuck";"Gustave de Molin"
"Bernard Kettlewell";"E. B. F"
"Bernard Stiegl";"Edmund Husserl"
"Bertrand Russell";"Richard McKeon"
"Bertrand Russell";"G. D. H. Col"
"Bertrand Russell";"G. E. M"
"Karel Kosík";"György Luká"
"Karen B";"Samuel Devon"
"Karl Christian Friedrich K";"Friedrich Wilhelm Joseph Schellin"
"Karl Haushof";"Halford Mackin"
"Karl J";"Hans-Georg Gadam"
"Karl Leonhard Reinhol";"Salomon Maimon"
"Karl Polany";"G. D. H. Col"
"Karl Polany";"György Luká"
"Karl P";"Friedrich Hayek"
"Karl Robert Eduard von Hartmann";"Friedrich Wilhelm Joseph Schellin"
"Kazimierz Twardowsk";"Franz Brentan"
"Ken Wil";"Friedrich Wilhelm Joseph Schellin"
"Ken Wil";"Hans-Georg Gadam"
"Kenneth Arrow";"Harold Hotellin"
"Kenneth P";"H. C. Westermann"
"Leland B. Y";"Friedrich Hayek"
"Lenora Fulan";"Fred Newman (philosopher)"
"Leo S";"Edmund Husserl"
"Leo S";"Franz Rosenzw"
"Leo S";"Friedrich Heinrich J"
"Leo S";"Friedrich Nietz"
"Leo S";"Hans-Georg Gadam"
"Leopold Gmelin";"Friedrich Stromey"
"Leslie Lam";"Edsger W. Dijk"
"Leszek Kołakowsk";"Edmund Husserl"
"Leszek Kołakowsk";"György Luká"
"Lev Shestov";"Friedrich Nietz"
"Lewis E. Kay";"Attila Szabo (scientist)"
"Lewis E. Kay";"G. Marius Cl"
"Li Shanchan";"Han F"
"Linda Hazz";"Edward H. Dewey"
"Zbigniew Brzezinsk";"Halford Mackin"
"Zhang Juzhen";"Han F"
"Zhuge Lian";"Han F"
"Ágnes Hell";"György Márk"
"Eli Noam";"Harvey J. Levin"
"Nick Srnicek";"François Laruell"
"Shlomi Dolev";"Edsger W. Dijk"
"Louis René Vialy";"Hyacinthe R"
"Joseph André Cellony";"Hyacinthe R"
"Katerina Kolozov";"François Laruell"
"Michael Oak";"Harold H. Joachim"
"Michel Bréal";"Franz B"
"Michel Foucaul";"Friedrich Nietz"
"Michel Henry";"Edmund Husserl"
"Michel Onfray";"Han Ryn"
"Miguel de Unamun";"Friedrich Nietz"
"Milton Friedman";"Frank Kn"
"Milton Friedman";"Friedrich Hayek"
"Milton Friedman";"Harold Hotellin"
"Mir Sayyid Ali Hamadan";"Hamza Makhdoom"
"Carn";"Arcesil"
"Rudolf Carn";"Edmund Husserl"
"Rudolf Christoph Eucken";"Friedrich Adolf Trendelen"
"Rudolf Stein";"Franz Brentan"
"Rudolf Stein";"Friedrich Nietz"
"Rudy A";"Frances Sensk"
"Said Nursî";"Ibn A"
"John O'Neill (philosopher)";"Gustav Bergmann"
"John Williamson (economist)";"Fritz Machl"
"Jon Foster (artist)";"Phil Hal"
"Gabriel Rockhill";"Jacques Ranciè"
"Vicente Ferreira da Silv";"Friedrich Wilhelm Joseph Schellin"
"Slavoj Žižek";"Jacques Ranciè"
"Slavoj Žižek";"Fredric Jameson"
"Slavoj Žižek";"Friedrich Wilhelm Joseph Schellin"
"Srinivasa Ramanujan";"G. H. Hardy"
"Donald P";"Humphrey Gilbert-C"
"Dudley R. H";"Harold S. Johnston"
"Duncan K. Foley";"Samuel Bowles (economist)"
"Edith Pen";"Fritz Machl"
"Edith Stein";"Edmund Husserl"
"Edmund Husserl";"Edith Stein"
"Edmund Husserl";"Franz Brentan"
"Eduard Bernstein";"Friedrich Albert Lan"
"Eduard Pfeiff";"Franz Hermann Schulze-Delitz"
"Edward Bernay";"Gustave Le Bon"
"Frank Chodorov";"Franz Oppenheim"
"Frank Gehry";"Frank Stell"
"Frank N. Wilcox";"Frederick Gottwal"
"Franz B";"Friedrich Schlegel"
"Franz Brentan";"Friedrich Adolf Trendelen"
"François Laruell";"Félix Ravaisson-Mollien"
"François Quesnay";"Jean-François Melon"
"Frederick Vin";"Harry Hammond H"
"Fredric Jameson";"György Luká"
"Friedrich Adolf Trendelen";"Friedrich Schleierm"
"Friedrich Nietz";"Friedrich Albert Lan"
"Friedrich Nietz";"Gustav Teichmüll"
"Friedrich Wilhelm Joseph Schellin";"Friedrich Heinrich J"
"Frithjof Schuon";"Ibn A"
"G. H. Hardy";"Srinivasa Ramanujan"
"G. L. S. Shackl";"Gunnar Myrdal"
"Gabriel Marcel";"Edmund Husserl"
"Galileo Galil";"Nicole Oresm"
"Gustavo Buen";"Francisco Suárez"
"Guy D";"György Luká"
"H. Keith Thompson";"Francis Parker Yockey"
"Ha-Joon Chan";"Friedrich Hayek"
"Ha-Joon Chan";"Friedrich L"
"Ha-Joon Chan";"Gunnar Myrdal"
"Ha-Joon Chan";"Hyman Minsky"
"Hannah Aren";"Duns S"
"Hans-Georg Gadam";"Friedrich Schleierm"
"Hans-Georg Gadam";"Friedrich Wilhelm Joseph Schellin"
"Hans Holbein the Youn";"Hans Holbein the El"
"Hans Kelsen";"Hans Vaihin"
"Hans Köchl";"Edmund Husserl"
"Harvey Sack";"Harold Garfinkel"
"Hossein N";"Frithjof Schuon"
"Hossein N";"Ibn A"
"Htein Lin";"Sitt Nyein Ay"
"Huston Sm";"Frithjof Schuon"
"Iain Thomson";"Hubert Dreyf"
"Ibn Abidin";"Mirza Mazhar Jan-e-Janaan"
"Immanuel Hermann F";"Friedrich Wilhelm Joseph Schellin"
"Immanuel Kan";"Francisco Suárez"
"Imre Lak";"György Luká"
"Indian Larry";"Ed R"
"Iris M";"G. E. M. Anscom"
"Isaac Newton";"Franciscus P"
"Iván Wernin";"Frank Ramsey (mathematician)"
"J. Robert Oppenheim";"Frank Oppenheim"
"Jacques D";"Edmund Husserl"
"Jacques D";"Franz Rosenzw"
"Jacques D";"Friedrich Nietz"
"Jacques Drèz";"Edmond Malinv"
"Jacques Drèz";"Franco Modiglian"
"Jacques Drèz";"Gérard D"
"Jacques Mill";"Gustav Nossal"
"Jakob Friedrich F";"Friedrich Heinrich J"
"Jalaluddin Surkh-Posh Buk";"Hamza Makhdoom"
"James H. Madol";"Francis Parker Yockey"
"James Hillman";"Hans Vaihin"
"James M. Buchanan";"Frank Kn"
"James M. Buchanan";"Harry Gunnison Brown"
"Jan Hatz";"Horst S"
"Jan Patočk";"Edmund Husserl"
"Jane S. Richardson";"Frederic M. R"
"Jayant Narlik";"Fred Hoyl"
"Samuel Taylor Col";"Friedrich Wilhelm Joseph Schellin"
"Sandra Hardin";"György Luká"
"Sean B. Carroll";"H. Frederik Nij"
"Sean Dorrance Kelly";"Hubert Dreyf"
"Serge Moscov";"Gabriel T"
"Reynaldo C";"Humberto Fuenzal"
"Peter Riviè";"Audrey Butt Colson"
"Qadi Thanaullah Pan";"Mirza Mazhar Jan-e-Janaan"
"Alvin Plantin";"Duns S"
"Ambrosius Holbein";"Hans Holbein the El"
"André Malraux";"Friedrich Nietz"
"Annibale C";"Jacopo Bassan"
"Anton Marty";"Franz Brentan"
"Antonio N";"Félix G"
"Arthur Griff";"Friedrich L"
"Arthur Laff";"Friedrich Hayek"
"Atilla Yayl";"Friedrich Hayek"
"August Schl";"Franz B"
"August Strin";"Friedrich Nietz"
"Augustyn Wróblewsk";"Edward Abramowsk"
"Oliver E. Williamson";"Ian Roderick Macneil"
"Oswald Spengl";"Friedrich Nietz"
"Oswald Spengl";"Gustave Le Bon"
"Otto N";"Gustav von Schmoll"
"Paja Jovanović";"Franz Eisen"
"Ray B";"Quentin Meillassoux"
"Ray B";"François Laruell"
"Reinhart Koselleck";"Hans-Georg Gadam"
"Rene Paul Chambellan";"Solon Borglum"
"René D";"Duns S"
"René Guénon";"Ibn A"
"Richard D. Wolff";"György Luká"
"Richard L. Hoffman";"Harold F. Loom"
"Richard Rorty";"Hubert Dreyf"
"Richard Timberlak";"Friedrich Hayek"
"Jeff DeGran";"Ed R"
"Robert S. Wel";"Fred Feldman (philosopher)"
"Abba P. Lern";"Friedrich Hayek"
"Abdul Qadeer Khan";"Friedrich Tinn"
"Ad Bax";"Attila Szabo (scientist)"
"Ad Bax";"G. Marius Cl"
"Adam Sm";"Francis Hutcheson (philosopher)"
"Adam Sm";"François Quesnay"
"Adolf Hitl";"Gustave Le Bon"
"Tristan G";"Sandra L"
"Tristan G";"Quentin Meillassoux"
"William Eaton (scientist)";"Attila Szabo (scientist)"
"Gilles Grel";"François Laruell"
"Jeremy G";"Phil Hal"
"Brian Davies (philosopher)";"G. E. M. Anscom"
"Bronisław Malinowsk";"Edvard Westermarck"
"Bruce Nauman";"H. C. Westermann"
"Bruno L";"Gabriel T"
"Bryan Reynolds (scholar)";"Félix G"
"Abd al-Karīm al-Jīlī";"Ibn A"
"Abu Said al-Baj";"Ibn A"
"Adolf Rein";"Edith Stein"
"Adolf Rein";"Edmund Husserl"
"Constantin Arnol";"Grigorii Kozhevnikov"
"Constantin Brâncuș";"François Pompon"
"Cornelius C";"Jean Laplan"
"Cornelius C";"Friedrich Nietz"
"Cornelius C";"György Luká"
"Cornelius Van Til";"Friedrich Wilhelm Joseph Schellin"
"Costanzo Prev";"György Luká"
"Ali Lakhan";"Frithjof Schuon"
"Kurt Gödel";"Edmund Husserl"
"L. Harold DeWolf";"Friedrich Schleierm"
"L. Randall Wray";"Hyman Minsky"
"Lars Pålsson Syll";"Hyman Minsky"
"Laurence Mey";"Hyman Minsky"
"Lawrence H. W";"Friedrich Hayek"
"Dosso D";"Lorenzo C"
"František Ladislav Chleborá";"Franz Hermann Schulze-Delitz"
"Dallas Will";"Edmund Husserl"
"Dallas Will";"Friedrich Nietz"
"Dan Zahav";"Edmund Husserl"
"Daniel Georges-Abey";"Hans T"
"Dave Arnol";"Harold McG"
"David D. Friedman";"Friedrich Hayek"
"David G";"Edsger W. Dijk"
"David Hum";"Francis Hutcheson (philosopher)"
"David Parn";"Edsger W. Dijk"
"David Rockefell";"Frank Kn"
"David Suzuk";"Ian McTaggart-Cowan"
"A";"S"
"Patricia Benn";"Hubert Dreyf"
"Paul C. Donnelly";"Hugh Latimer Dryden"
"Paul Krugman";"Hyman Minsky"
"Paul McCulley";"Hyman Minsky"
"Paul Rabinow";"Richard McKeon"
"Paul Ricœ";"Richard McKeon"
"Paul Ricœ";"Edmund Husserl"
"Paul Ricœ";"Friedrich Nietz"
"Paul Ricœ";"Félix Ravaisson-Mollien"
"Paul Ricœ";"Gabriel Marcel"
"Paul Roberts Cannon";"Harry Gideon Well"
"Per Brinch Hansen";"Edsger W. Dijk"
"Peter Boettk";"Hans Sennholz"
"Peter D";"H. C. Westermann"
"Peter Sloterdijk";"Gabriel T"
"Peter Voulk";"Frances Sensk"
"Robert E. Park";"Gabriel T"
"Robert E. Park";"Gustave Le Bon"
"Robert M. P";"Richard McKeon"
"Robert Nozick";"Edmund G"
"Robert Williams (artist)";"Ed R"
"Roberto Mangabeira Un";"Friedrich Nietz"
"Roger Scruton";"G. E. M. Anscom"
"Rolf Nevanlinn";"Gunnar Nordström"
"Roman Frydman";"Edmund Phel"
"Roman Ingarden";"Edmund Husserl"
"Ron Paul";"Hans Sennholz"
"Ronald C";"Frank Kn"
"Ronald C";"Friedrich Hayek"
"Ronald Dworkin";"H. L. A. H"
"Shou-Wu Zhan";"Dorian M. Goldfel"
"Sigmund F";"Sabina Spielrein"
"Sigmund F";"Gabriel T"
"Sigmund F";"Franz Brentan"
"Sigmund F";"Friedrich Wilhelm Joseph Schellin"
"Sigmund F";"Gustav Fechn"
"Sigmund F";"Gustave Le Bon"
"Simon Critchley";"Jacques Ranciè"
"Susan Solomon";"Harold S. Johnston"
"Søren Kierk";"Friedrich Adolf Trendelen"
"Søren Kierk";"Friedrich Heinrich J"
"Søren Kierk";"Friedrich Wilhelm Joseph Schellin"
"T. S. El";"Harold H. Joachim"
"Ta-Chung L";"Fritz Machl"
"Victor Cousin";"Friedrich Heinrich J"
"Victor Cousin";"Friedrich Wilhelm Joseph Schellin"
"Vittorio Ben";"Franz Brentan"
"Vladimir Lenin";"Gustave Le Bon"
"Vladimir Solovyov (philosopher)";"Friedrich Wilhelm Joseph Schellin"
"Vol";"Jean-François Melon"
"W. D. R";"G. E. M"
"W. H. Auden";"Friedrich Nietz"
"W. I. Thom";"Gabriel T"
"Walker Percy";"Gabriel Marcel"
"Wallace Steven";"Friedrich Nietz"
"Walter Benjamin";"György Luká"
"Walter E. William";"Friedrich Hayek"
"Walter Kaufmann (philosopher)";"Friedrich Nietz"
"Walter Rauschen";"Friedrich Schleierm"
"Warder Clyde All";"Frank Rattray Lill"
"Levi Bryan";"Jacques Ranciè"
"Euclid Tsakal";"G. A. Cohen"
"Euclid of M";"S"
"Eugen Fink";"Edmund Husserl"
"Eugene Gendlin";"Richard McKeon"
"Everett R";"Gabriel T"
"Ewan Birney";"Iain Donald Campbell"
"Favorin";"Arcesil"
"Felipe Panton";"Futura (graffiti artist)"
"Ferdinand Tönn";"Friedrich Nietz"
"Neil MacCormick";"H. L. A. H"
"Nettie Steven";"Edmund Beecher Wilson"
"Nicolai Hartmann";"Nikolay Lossky"
"Philip S";"Frithjof Schuon"
"Philippa F";"G. E. M. Anscom"
"Pierre Bayl";"Francisco San"
"Pierre Boutan";"Gabriel Marcel"
"Pierre Gassen";"Franciscus P"
"Pierre H";"Félix Ravaisson-Mollien"
"Pierre Samuel du Pont de Nem";"François Quesnay"
"Pl";"S"
"Plínio Sal";"Francisco Suárez"
"Stephany Griffith-Jon";"Hyman Minsky"
"Stephen Smal";"Gérard D"
"Steve Keen";"Hyman Minsky"
"Steven N. S. Cheun";"Frank Kn"
"Werner Som";"Gustav von Schmoll"
"Whitall Perry";"Frithjof Schuon"
"Wilfred Bion";"Gustave Le Bon"
"Wilfred T";"Gustave Le Bon"
"Wilfrid Sell";"Edmund Husserl"
"Wilhelm Dilthey";"Friedrich Adolf Trendelen"
"Wilhelm Dilthey";"Friedrich Schleierm"
"Wilhelm Wun";"Gustav Fechn"
"Will Kymlick";"G. A. Cohen"
"William A. Barn";"Franco Modiglian"
"William Jam";"Gustav Fechn"
"William Nicholson (artist)";"William Cubley"
"William Ramsay";"Dorothy Marshall"
"William T. Stearn";"Humphrey Gilbert-C"
"William of Ockham";"Duns S"
"Willis C";"Francis Parker Yockey"
"Hugo G";"Francisco Suárez"
"Emma Kendrick (academic)";"Saiful Islam (professor)"
"Jerry Uelsmann";"Edmund Tesk"
"Rudolf Siemerin";"Gustav Blä"
"Sam Vandervel";"Richard Rusczyk"
"Edwin Francis Gay";"Gustav von Schmoll"
"Elinor Ostrom";"Friedrich Hayek"
"Ellen Churchill Sempl";"Friedrich Ratzel"
"Emil Cioran";"Friedrich Nietz"
"Emil Fackenheim";"Friedrich Wilhelm Joseph Schellin"
"Emil Kraepelin";"Friedrich Meggendorf"
"Emmanuel Levin";"Edmund Husserl"
"Emmanuel Levin";"Franz Rosenzw"
"Emmanuel Levin";"Gabriel Marcel"
"Emperor Wen of Han";"Han F"
"Emperor Wen of S";"Han F"
"Emperor Wu of Han";"Han F"
"Eric Voegelin";"Friedrich Wilhelm Joseph Schellin"
"Erich Przyw";"Edmund Husserl"
"Erik S. Rein";"Friedrich L"
"Ernest Everett J";"Frank Rattray Lill"
"Ernesto Lacl";"Jacques Ranciè"
"Ernst Heinrich W";"Gustav Fechn"
"Errol H";"Harold H. Joachim"
"Antisthen";"S"
"Hedwig Conrad-M";"Edith Stein"
"Henri Bergson";"Félix Ravaisson-Mollien"
"Henry Calvert Simon";"Frank Kn"
"Henry G";"François Quesnay"
"Henry Hazl";"Friedrich Hayek"
"Henry Kell";"Frederick Gottwal"
"Henry Kissin";"Halford Mackin"
"Henry of Langenstein";"Nicole Oresm"
"Hermann Cohen";"Friedrich Adolf Trendelen"
"Hermann Cohen";"Friedrich Albert Lan"
"Hermann Weyl";"Edmund Husserl"
"Heston Blumenthal";"Harold McG"
"Hilary Putnam";"Edmund Husserl"
"Montesq";"Jean-François Melon"
"Moses Mendelssohn";"Friedrich Heinrich J"
"Muhammad A";"Gustave Le Bon"
"Muhammad Iqbal";"Friedrich Nietz"
"Murray R";"Franz Oppenheim"
"Murray R";"Friedrich Hayek"
"Murray R";"Gustave de Molin"
"Mário Ferreira dos San";"Duns S"
"Mário Ferreira dos San";"Francisco Suárez"
"Christian Hermann W";"Friedrich Wilhelm Joseph Schellin"
"John Perry (philosopher)";"Héctor-Neri Castañ"
"John Rawl";"H. L. A. H"
"John Searl";"G. E. M. Anscom"
"John Searl";"Hubert Dreyf"
"John Watson (philosopher)";"Edward C"
"Jonathan Bowen";"Hussein Zedan"
"Jonathan Wolff (philosopher)";"G. A. Cohen"
"Joseph Butl";"Francis Hutcheson (philosopher)"
"Joseph Epes Brown";"Frithjof Schuon"
"Joseph Raz";"H. L. A. H"
"Joseph Salern";"Hans Sennholz"
"Joseph Schum";"Friedrich von W"
"Joseph Schum";"Gustav von Schmoll"
"Josiah Roy";"Friedrich Wilhelm Joseph Schellin"
"José Ortega y G";"Edmund Husserl"
"José Ortega y G";"Gustave Le Bon"
"Jovan Cvijić";"Eduard S"
"Judith Butl";"Jean Laplan"
"Julio Rey P";"Eduardo Torroja Caball"
"Józef Kostrzewsk";"Gustaf Kossinn"
"Jürgen Haberm";"Friedrich Wilhelm Joseph Schellin"
"Jürgen Haberm";"Hans-Georg Gadam"
"Matthew Hale (jurist)";"Francisco Suárez"
"Maurice Merleau-Ponty";"Edmund Husserl"
"Maurice Merleau-Ponty";"Félix Ravaisson-Mollien"
"Max Müll";"Franz B"
"Max Schel";"Edmund Husserl"
"Max Serin";"Gustav von Schmoll"
"Max W";"Friedrich Nietz"
"Merton Mill";"Fritz Machl"
"Michael Brooks (political commentator)";"Slavoj Žižek"
"Michael Dumm";"G. E. M. Anscom"
"Michael Faraday";"Humphry Davy"
"Michael H";"Félix G"
"Michael Hudson (economist)";"Hyman Minsky"
"Brian Massum";"Félix G"
"J. David Velleman";"Harry Frankf"
"Manfred Frank";"Friedrich Schleierm"
"Manuel Belgran";"François Quesnay"
"Marcel P";"Friedrich Nietz"
"Marco Pall";"Frithjof Schuon"
"Margaret T";"Friedrich Hayek"
"Marshall McLuhan";"Richard McKeon"
"Marshall McLuhan";"Hans Sely"
"Martin B";"Franz Rosenzw"
"Martin B";"Friedrich Nietz"
"Martin H";"Duns S"
"Martin H";"Edith Stein"
"Martin H";"Edmund Husserl"
"Martin H";"Francisco Suárez"
"Martin H";"Franz Brentan"
"Martin H";"Friedrich Heinrich J"
"Martin H";"Friedrich Nietz"
"Martin H";"Friedrich Wilhelm Joseph Schellin"
"Martin H";"Félix Ravaisson-Mollien"
"Martin Lin";"Frithjof Schuon"
"Marvin F";"Edmund Husserl"
"Thomas A. Steitz";"Frederic M. R"
"Thomas Hazl";"Harvey J. Levin"
"Thomas Kuhn";"Hélène Metz"
"Thomas Mann";"Friedrich Nietz"
"Thomas Merton";"Frithjof Schuon"
"Thomas Nagel";"G. E. M. Anscom"
"Thomas Sowell";"Friedrich Hayek"
"Thorstein Veblen";"Gustav von Schmoll"
"Titus Burck";"Frithjof Schuon"
"Todd May";"Jacques Ranciè"
"Tommaso Campanell";"Franciscus P"
"Tomáš Garrigue Masaryk";"Franz Brentan"
"Tony H";"Edsger W. Dijk"
"Wolfgang Drechsl";"Hans-Georg Gadam"
"Wolfgang Sm";"Frithjof Schuon"
"Xavier Z";"Edmund Husserl"
"Xavier Z";"Francisco Suárez"
"Xenophon";"S"
"Xi Jinpin";"Han F"
"Yanis Varoufak";"Axel Leijonhufv"
"Yongzheng Em";"Han F"
"Yves Balask";"Edmond Malinv"
"Pl";"Arcesil"
"Wei-Shau H";"Howard Martin Temin"
"Luce Irigaray";"Jacques Lacan"
"Luciano Fl";"Richard Popkin"
"Lucien Tesniè";"Antoine Meill"
"Ludwig Wittgenstein";"Arthur Schopen"
"Ludwig Wittgenstein";"Otto Weinin"
"Ludwik Rydy";"Jan Mikulicz-Radeck"
"Luigi Zingal";"Olivier Blan"
"Lun Gyw";"San Win"
"Lynn Margul";"Ivan Wallin"
"László Ré";"Andor Kertész (mathematician)"
"Léon Wal";"Antoine Augustin Courn"
"Machado de A";"Arthur Schopen"
