"influences";"influenced"
"Ralph Waldo Emerson";"Pl"
"Ray B";"Gilles Deleuz"
"Ray B";"Quentin Meillassoux"
"Raymond Aron";"Eric Voegelin"
"René D";"William Harvey"
"Diogenes of Oenoan";"E"
"Frederick S. Bill";"William H. Avery (engineer)"
"Giovanni B";"Jean Bodin"
"Julius Bernstein";"Emil du Bois-Reymon"
"Léon Brillouin";"Arnold Sommerfel"
"Eugen Herrigel";"Emil Lask"
"Eugene Thack";"Emil Cioran"
"Eutocius of Ascalon";"Archim"
"Sinisa Malesev";"Ernest Gelln"
"A. C. Ewin";"Brand Blan"
"A. J. Ay";"Gilbert Ryl"
"Noam Chomsky";"Willard Van Orman Quin"
"Norbert Bolz";"Marshall McLuhan"
"Norbert Bolz";"Jacob T"
"Norbert Wien";"Gottfried Wilhelm Leibniz"
"Norman Robson (botanist)";"William T. Stearn"
"Northrop Fry";"Giambattista V"
"Noël Mamè";"Jacques Ellul"
"Numenius of Apam";"Pl"
"Odo Marq";"Joachim R"
"James R. Griesem";"William C. Wim"
"Ranulph Glanvill";"Gordon Pask"
"Þorsteinn Gylfason";"Gilbert Ryl"
"Hierocles of Alexan";"Plotin"
"Robert B. Heilman";"Eric Voegelin"
"Sossianus Hierocl";"Porphyry (philosopher)"
"Reza Negarestan";"Gilles Châtel"
"Richard Sw";"Everett Hughes (sociologist)"
"Roman Ingarden";"Erich Przyw"
"Claude Lévi-S";"Marcel M"
"Claude Stein";"Eric Bern"
"Clement of Alexan";"Pl"
"Clifford Geertz";"Gilbert Ryl"
"Colin Pitten";"Erwin Bünnin"
"Amikam Aharon";"William Fuller Brown J"
"Atticus (philosopher)";"Pl"
"Augustin Berq";"Tetsuro Watsuj"
"Aurélien Sauv";"Antoine Meill"
"John Latham (ornithologist)";"William Bartram"
"John Llewelyn";"Emmanuel Levin"
"John Lock";"Poly"
"John Maynard Keyn";"William Petty"
"John Milbank";"Gilles Deleuz"
"John Milbank";"Gillian R"
"John R";"Ernst B. H"
"John Scotus Eriugen";"Plotin"
"John Searl";"Gilbert Ryl"
"John Stuart Mill";"Wilhelm von Humbol"
"John Stuart Mill";"E"
"John Wishart (statistician)";"William Sealy G"
"John Zerzan";"Jacques Ellul"
"Jonathan Ashm";"Anne Warner (scientist)"
"Jordan Peterson";"Erich Neumann (psychologist)"
"Jordi Galí";"Mark Gertler (economist)"
"Jorge Luis B";"Gershom Scholem"
"Josef P";"Erich Przyw"
"Joseph-Ignace Guillotin";"Antoine P"
"Joseph-Louis Lagran";"Gerolamo Cardan"
"Joseph-Louis Lagran";"Gottfried Wilhelm Leibniz"
"Joseph P";"Guillaume-François Rouell"
"Joseph Schum";"Eugen von Böhm-Bawerk"
"Joseph de M";"Giambattista V"
"Joseph de M";"Martín de Azpil"
"Joseph de M";"Poly"
"José Bové";"Jacques Ellul"
"José Guilherme Merq";"Ernest Gelln"
"José Ortega y G";"Poly"
"Jovan Cvijić";"William Morris Dav"
"Joxe Azurmen";"Wilhelm von Humbol"
"João de Deus de Nogueira Ram";"Eugénio Tav"
"Juan Bautista Al";"Giambattista V"
"Juan Donoso Corté";"Giambattista V"
"Judith Butl";"Emmanuel Levin"
"Judith Butl";"Jacques D"
"Jules Michel";"Giambattista V"
"Julia G";"Bryan Grenfell"
"Julia Kristev";"Jacques Lacan"
"Sarah Kofman";"Jacques D"
"Sayyid Mir Jan";"Mirza Mazhar Jan-e-Janaan"
"Seneca the Youn";"E"
"Seneca the Youn";"Posidon"
"Serge L";"Jacques Ellul"
"Sergei Winogradsky";"Martinus Beijerinck"
"Gilbert Harman";"Willard Van Orman Quin"
"Giordano Dell'Am";"Gino Z"
"Samuel Sharp (surgeon)";"William Cheselden"
"Marcel Cohen";"Antoine Meill"
"Stefan Lorenz Sorgn";"Gianni Vattim"
"B. W. Pow";"Marshall McLuhan"
"Baruch Spinoz";"E"
"Basil of C";"Pl"
"Irene Tink";"Ester B"
"Irving F";"William Stanley Jevon"
"Isaac Newton";"E"
"Isaac Newton";"Gerolamo Cardan"
"Isabel Schnabel";"Martin Hellw"
"Isabella A";"Gilbert Morgan Sm"
"Isaiah Berlin";"Giambattista V"
"Israel Kirzn";"Bruno Leon"
"Itō N";"Emma Goldman"
"Ivan Ill";"Jacques Ellul"
"Ivan Ill";"Jacques Maritain"
"Ivan Pavlov";"Jacob Mol"
"J. J. C. Sm";"Gilbert Ryl"
"J. L. Austin";"Gilbert Ryl"
"Mohammed Ridha Al-S";"Antarah ibn S"
"Montesq";"Poly"
"Montesq";"Jean-François Melon"
"Morris Raphael Cohen";"William Jam"
"Mortimer J. Adl";"Jacques Maritain"
"Muhammad Mahdi al-Jaw";"Antarah ibn S"
"Murray R";"Martín de Azpil"
"Murray R";"Bruno Leon"
"Nader El-Biz";"Martin H"
"Nancy F";"Martha Albertson Fineman"
"Nancy Rothwell";"Bridget Ogilv"
"Tony H";"Eric Hehn"
"Tristan G";"Quentin Meillassoux"
"Tullio Levi-Civ";"Elwin Bruno Christoffel"
"Ernst Platn";"Gottfried Wilhelm Leibniz"
"Isabelle Sten";"Gilbert Simondon"
"Walter I";"Masahisa Fuj"
"Heinz Kl";"William Alexander Stew"
"Mik Kersten";"Rod Johnson (programmer)"
"Sanaullah Pan";"Mirza Mazhar Jan-e-Janaan"
"Abbie Hoffman";"Marshall McLuhan"
"Abbé P";"Emmanuel Moun"
"Abd al-Wahhab Al-Bay";"Antarah ibn S"
"Abraham Joshua Heschel";"Martin B"
"Abraham Ortel";"Gerardus M"
"Adam Sm";"William Petty"
"Adolf Hitl";"Gottfried F"
"Agnes A";"Ethel Sargan"
"C. Wright Mill";"William Jam"
"Caesar Rudolf B";"William Healey Dall"
"Camille Pagl";"Erich Neumann (psychologist)"
"Catherine Mal";"Jacques D"
"Cedric P";"Gordon Pask"
"Charles Cotton (geologist)";"William Morris Dav"
"Charles Darwin";"Ernst Dieffen"
"Charles Darwin";"Bruno B"
"Charles Grafton P";"William Sturgeon"
"Charles Joseph Min";"Poly"
"Charles Lyell";"James Hutton"
"Charles M";"Ernest Renan"
"Charles Sanders P";"Gottfried Wilhelm Leibniz"
"Christian Wolff (philosopher)";"Gottfried Wilhelm Leibniz"
"Christopher F";"Martin H"
"Chögyam Trun";"Erich Fromm"
"C";"Antiochus of Ascalon"
"C";"Posidon"
"Steve Rayn";"Mary Dougl"
"S";"Poly"
"S";"Posidon"
"Stuart Hall (cultural theorist)";"Antonio Gram"
"Stuart Hall (cultural theorist)";"Umberto E"
"Susan S. Tayl";"Brian S. Hartley"
"Susanne Lan";"Ernst C"
"Mark Steedman";"Zeno Vendl"
"François Viè";"Gerolamo Cardan"
"Frederick G. Lawren";"Eric Voegelin"
"James of V";"Giles of Rom"
"Nancy Bauer (philosopher)";"Jennifer Hornsby"
"Louise Antony";"Martha Nussbaum"
"Neoplatonism and Christianity";"Plotin"
"Randal Marlin";"Jacques Ellul"
"Émile Cartail";"Marcelino Sanz de Sautuol"
"Carl Friedrich G";"Gerolamo Cardan"
"Carl Friedrich G";"Gottfried Wilhelm Leibniz"
"Carl Jun";"Eugen Bleul"
"Carl Jun";"Maria Moltz"
"Carl Linn";"William Bartram"
"Carl Linn";"Mark Catesby"
"Carlo Cattan";"Giambattista V"
"Carlo Lev";"Giambattista V"
"Carlo L";"Emmanuel Levin"
"Carlo L";"Bruno Leon"
"Carlo Pen";"Evandro Agazz"
"Howard S. Beck";"Everett Hughes (sociologist)"
"Hrachia Acharian";"Antoine Meill"
"Hubert Dreyf";"Martin H"
"Hugh Gaitskell";"Evan Durbin"
"Benno Erdmann";"Martin Knutzen"
"Langdon Winn";"Jacques Ellul"
"Latinka Perović";"Branko Petranović"
"Lawrence B";"William Duane (physicist)"
"Ellis Sandoz";"Eric Voegelin"
"Ullin Pl";"Gilbert Ryl"
"Gabriel T";"Antoine Augustin Courn"
"Walter J. On";"Marshall McLuhan"
"Herm";"E"
"Donald Davidson (philosopher)";"Willard Van Orman Quin"
"Douglas Couplan";"Marshall McLuhan"
"Douglas Hof";"Mark Azbel"
"Douglas John Hall";"Emil Fackenheim"
"Douglas Rushkoff";"Marshall McLuhan"
"Duncan Black";"Anthony Down"
"Duncan K. Foley";"Erik Lindahl"
"E. E. Ericksen";"William Henry Chamberlin (philosopher)"
"E. O. Wilson";"William Morton Wheel"
"Simon Critchley";"Emmanuel Levin"
"Simone de Beauv";"Martin H"
"Slavoj Žižek";"Ernesto Lacl"
"Slavoj Žižek";"Gillian R"
"Slavoj Žižek";"Terry Pink"
"Slavoj Žižek";"Jacques Lacan"
"S";"Archelaus (philosopher)"
"S";"Empedocl"
"Cran";"Polemon (scholarch)"
"Crates of T";"Antisthen"
"Dominick LaC";"Giorgio Agamben"
"Dominique B";"Jacques Ellul"
"Uzō Nishiyam";"Gottfried F"
"Georges Gurv";"Marcel M"
"Levi Bryan";"Gilles Deleuz"
"Philodem";"E"
"Cornelius C";"Giambattista V"
"Cornelius C";"Jacques Ellul"
"Costanzo Prev";"Giambattista V"
"Crates of Athen";"Polemon (scholarch)"
"Curtis Yarvin";"Bruno Leon"
"Cyril B";"William McDougall (psychologist)"
"Cyril of Alexan";"Pl"
"Dagfinn Føllesdal";"Willard Van Orman Quin"
"Ann";"A"
"Graham Harman";"Martin H"
"Graham Harman";"Bruno L"
"Greg Boyd (theologian)";"Jacques Ellul"
"Gregor S";"Gottfried F"
"Gregorio Fontan";"Pietro Paol"
"Gregorio Ricci-C";"Elwin Bruno Christoffel"
"Guy D";"Antonie Pannekoek"
"Guy D";"Jacques Ellul"
"György Luká";"Emil Lask"
"H. Richard N";"Ernst Troel"
"Hegesias of Cyren";"A"
"Henri Bergson";"William Jam"
"Henri Bergson";"Plotin"
"Henri Breuil";"Marcelino Sanz de Sautuol"
"Henri Poincaré";"Ernst M"
"Henry Augustus Pilsbry";"William Healey Dall"
"Henryk Grossman";"Eugen von Böhm-Bawerk"
"Herbert M";"Martin H"
"Herbert R";"William Godwin"
"Herman G";"Antonie Pannekoek"
"Hermann R";"Eugen Bleul"
"Hero of Alexan";"Archim"
"Hilary Putnam";"Willard Van Orman Quin"
"Hilary Putnam";"William Jam"
"Hilary Putnam";"Emmanuel Levin"
"Léon Wal";"Antoine Augustin Courn"
"Brian Massum";"Gilles Deleuz"
"Brie Gertl";"Ernest S"
"Carlo Michel";"Giacomo L"
"Ricardo R";"Mark Watson (economist)"
"Richard Evans Schul";"Ernst von B"
"Richard Feynman";"Eugen Jahnk"
"Richard Rorty";"Willard Van Orman Quin"
"Richard Rorty";"William Jam"
"Richard Rorty";"Gianni Vattim"
"Richard Rorty";"Martin H"
"Richard Rorty";"Jacques D"
"Richard Webster (British author)";"Gilbert Ryl"
"Robert B. Pippin";"Terry Pink"
"Robert Boyl";"Evangelista Torricell"
"Robert Brown (botanist, born 1773)";"Antoine Laurent de J"
"Robert F";"William Jam"
"Robert K. Merton";"Jacques Ellul"
"Robert M. P";"Richard McKeon"
"Robert Owen";"William Godwin"
"Robert P. G";"Eric Voegelin"
"Robert Plomin";"Gerald E. McClearn"
"Robert Solow";"William Phillips (economist)"
"Roger Gibson";"Willard Van Orman Quin"
"Roger J-B W";"Jacques Drèz"
"Roger Nash Baldwin";"Emma Goldman"
"Roger Scruton";"Eric Voegelin"
"Roger Y. Tsien";"Anne Warner (scientist)"
"Francesco Cattani da D";"Marsilio Ficin"
"Luigi F";"Bruno Leon"
"Max Imdahl";"Joachim R"
"USCO";"Marshall McLuhan"
"Karl Löw";"Martin H"
"F. C. S. Schill";"William Jam"
"Favorin";"Pl"
"Fernando Sav";"Emil Cioran"
"Flannery O'Conn";"Eric Voegelin"
"Jennifer Biddl";"Jean Brenchley"
"Jeremy Bentham";"E"
"Jerzy Neyman";"William Sealy G"
"Jimmy C";"William Jam"
"Jodocus Hon";"Gerardus M"
"Johann Friedrich Gmelin";"William Bartram"
"Johann Georg Hamann";"Martin Knutzen"
"Johann Winter von Andern";"Jacques D"
"Johann Wolfgang von G";"Giambattista V"
"Johann Wolfgang von G";"Pl"
"John A. Hall";"Ernest Gelln"
"John Adam";"Poly"
"John Akeroy";"William T. Stearn"
"John Bardeen";"Arnold Sommerfel"
"John B";"Martin B"
"John C";"Marshall McLuhan"
"John Col";"Giovanni Pico della Mirandol"
"John D. C";"Jacques D"
"John Dewey";"William Jam"
"John Greco (philosopher)";"Ernest S"
"John Henry Newman";"Gottfried Wilhelm Leibniz"
"John Hick";"Erik Lindahl"
"Leo S";"Eric Voegelin"
"Leo S";"Ernst C"
"Leo S";"Gershom Scholem"
"Leo S";"Martin H"
"Leon Battista Al";"Marsilio Ficin"
"Leonhard Eul";"Gottfried Wilhelm Leibniz"
"Neil Postman";"Marshall McLuhan"
"Neil Postman";"Jacques Ellul"
"Ngô Đình N";"Emmanuel Moun"
"Niccolò Machiavell";"Marsilio Ficin"
"Niccolò Machiavell";"Poly"
"Nicholas Negropon";"Gordon Pask"
"Nicholas R";"Gottfried Wilhelm Leibniz"
"Nick Lan";"Emil Cioran"
"Nick Lan";"Gilles Deleuz"
"Nicole Tomczak-Jaegermann";"Peter Orn"
"Paulo F";"Erich Fromm"
"Penelope Maddy";"Willard Van Orman Quin"
"Percy Bysshe Shelley";"William Godwin"
"Pericl";"G"
"Peter Anthony Lawren";"Anne Warner (scientist)"
"Peter Brown (historian)";"Mary Dougl"
"Peter H. Raven";"William T. Stearn"
"Peter Leeson";"Bruce L. Benson"
"Peter Pál Pel";"Gilles Deleuz"
"Peter Rollin";"Jacques D"
"Peter Simon Pall";"Simon Pall"
"Peter Sloterdijk";"Gilles Deleuz"
"Peter Sloterdijk";"Martin H"
"Peter Sloterdijk";"Jacob T"
"Peter S";"William A. Earl"
"Peter Tait (physicist)";"William Rowan Hamilton"
"Peter van Inwagen";"Willard Van Orman Quin"
"Philip Hall";"William Burn"
"Philipp Mainlän";"Giacomo L"
"Philippe Lacoue-L";"Jacques D"
"Pierre-Gilles de Genn";"Elisabeth B"
"Pierre Duhem";"William Rankin"
"Pierre Duhem";"Ernst M"
"Pierre Gassen";"E"
"Pierre T";"Emmanuel Moun"
"Pierre de Ferm";"Gerolamo Cardan"
"Procl";"Plotin"
"Procl";"Pl"
"Pseudo-Dionysius the A";"Plotin"
"Py";"Thales of Mil"
"R. D. Lain";"Eugène Minkowsk"
"R. G. Collingw";"Giambattista V"
"R. M. H";"Gilbert Ryl"
"R. Tucker A";"William Healey Dall"
"Rae Langton";"Jennifer Hornsby"
"Theodor Herzl";"William E. Blackston"
"Theodor W. Adorn";"Ernst Bl"
"Theodore Jennin";"Jacques D"
"Theodorus the A";"A"
"Thomas Blackwell (scholar)";"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury"
"Thomas Cajetan";"Giovanni Pico della Mirandol"
"Thomas H";"E"
"Thomas Hodgskin";"William Godwin"
"Thomas Hunt Morgan";"William E. Castl"
"Thomas Jefferson";"Antoine Destutt de Tracy"
"Thomas Jefferson";"E"
"Thomas L";"Emil Cioran"
"Thomas Merton";"Jacques Ellul"
"Thomas M";"Giovanni Pico della Mirandol"
"Thomas Piketty";"Emmanuel Saez"
"Thorstein Veblen";"William McDougall (psychologist)"
"Tim Keller (pastor)";"Jacques Ellul"
"Timothy Leary";"Marshall McLuhan"
"Tiqqun";"Jacques Cam"
"William Wordsw";"William Godwin"
"Wolfgang Paul";"Ernst M"
"Wynne Godley";"Marc Lav"
"Xavier Z";"Martin H"
"Xenophan";"Thales of Mil"
"Xenophon";"G"
"Marva Dawn";"Jacques Ellul"
"Wayne C. B";"Richard McKeon"
"Willem H. Van";"Jacques Ellul"
"Edgar F. C";"David L. Chil"
"Edgar Quin";"Giambattista V"
"Edith Stein";"Erich Przyw"
"Edmund Burk";"Martín de Azpil"
"Edmund Burk";"Poly"
"Edmund Husserl";"William Jam"
"Edmund Phel";"William Phillips (economist)"
"Eduard Hitz";"Emil du Bois-Reymon"
"Edward Gibbon";"Gottfried Wilhelm Leibniz"
"Edward Marion Augustus Chandl";"William A. Noy"
"Edward S. Casey";"William A. Earl"
"Edward S";"Antonio Gram"
"Edward S";"Giambattista V"
"Edward Stringham";"Bruce L. Benson"
"Edwin Hol";"William Jam"
"Egon Pearson";"William Sealy G"
"Elias P";"Erich Fromm"
"Elizabeth S. Anderson";"Martha Nussbaum"
"Julian (emperor)";"Plotin"
"Julius Evol";"Giambattista V"
"Józef Tischn";"Antoni Kępińsk"
"Jürg Fröhl";"Markus Fierz"
"Jürgen Haberm";"Martin H"
"Jürgen Moltmann";"Ernst Bl"
"Karl B";"Erich Przyw"
"Karl J";"Martin H"
"Karl Johan Åström";"Hans Rådström"
"Karl Kautsky";"Bruno B"
"Karl Marx";"William Petty"
"Karl Marx";"William Thompson (philosopher)"
"Karl Marx";"E"
"Karl Marx";"Giambattista V"
"Karl Marx";"Bruno B"
"Karl May";"Prince Maximilian of Wied-Neuw"
"Karl Rahn";"Erich Przyw"
"Karl Rahn";"Martin H"
"Karol Olszewsk";"Emil Czyrniańsk"
"Livy";"Poly"
"Livy";"Posidon"
"Louis Al";"Antonio Gram"
"Louis Al";"Jacques Lacan"
"Luc Montagn";"Emilio Del G"
"Luce Irigaray";"Jacques Lacan"
"Lucien Goldmann";"Emil Lask"
"Lucien Tesniè";"Antoine Meill"
"L";"Empedocl"
"L";"E"
"Ludwig Boltzmann";"Ernst M"
"Ludwig Wittgenstein";"William Jam"
"Ludwig van Beethoven";"Pl"
"Luis de Molin";"Martín de Azpil"
"Luís de Camõ";"Eugénio Tav"
"Béatrice Galinon-Mélén";"Jacques D"
"Olavo de Carval";"Eric Voegelin"
"Origen";"Plotin"
"Otto Hahn";"William Ramsay"
"Otto S";"Gottfried F"
"Shane Claiborn";"Jacques Ellul"
"Shou-Wu Zhan";"Gerd Faltin"
"Shūzō Kuk";"Martin H"
"Sigmund F";"Ernst Wilhelm von Brück"
"Sigmund F";"Bruno B"
"Stanley Cavell";"Martin H"
"Stanley Hauerw";"Jacques Ellul"
"Egbert Schuurman";"Jacques Ellul"
"Simón de Roxas Clemente y R";"Antonio José Cavanill"
"Vincenzo C";"Giambattista V"
"Joseph Vendry";"Antoine Meill"
"Maurizio F";"Gianni Vattim"
"Vernon Heyw";"William T. Stearn"
"Blaise Pascal";"Evangelista Torricell"
"Blaise Pascal";"Gerolamo Cardan"
"Blaise Pascal";"Gilles de Roberval"
"B";"Plotin"
"B";"Porphyry (philosopher)"
"Bonaven";"Plotin"
"Humberto Fuenzal";"Emmanuel de Martonn"
"Hy";"Plotin"
"Iambl";"Plotin"
"Ian Hackin";"Bruno L"
"Ibn Abidin";"Mirza Mazhar Jan-e-Janaan"
"Immanuel Kan";"Gottfried Wilhelm Leibniz"
"Immanuel Kan";"Martin Knutzen"
"Knut Wicksell";"Eugen von Böhm-Bawerk"
"Konrad Lorenz";"William McDougall (psychologist)"
"Kurt Gödel";"Gottfried Wilhelm Leibniz"
"Kurt Lewin";"Jacob L. Moren"
"Michael Bergmann (philosopher)";"William L. Row"
"Michael Chabon";"Gershom Scholem"
"Michael Dumm";"Gilbert Ryl"
"Michael Faraday";"William Thomas Bran"
"Michael H";"Antonio N"
"Michael H";"Gilles Deleuz"
"Michael H";"Jacques Cam"
"Michael J. S";"Gilles Deleuz"
"Michael Levin";"Martin B"
"Michael Mann (sociologist)";"Ernest Gelln"
"Michel Foucaul";"Gilles Deleuz"
"Michel Foucaul";"Martin H"
"Michel Onfray";"A"
"Michel de Montaign";"Pl"
"Miguel de Unamun";"Giacomo L"
"Milman Parry";"Antoine Meill"
"P. F. Strawson";"Gilbert Ryl"
"Paul B. P";"Jacques D"
"Paul B";"William Healey Dall"
"Paul Draper (philosopher)";"William L. Row"
"Paul E. Meehl";"William Thomas Heron"
"Paul Gilroy";"Gillian R"
"Paul Levinson";"Marshall McLuhan"
"Paul Mattick";"Antonie Pannekoek"
"Paul Rabinow";"Richard McKeon"
"Paul Ricœ";"Emmanuel Levin"
"Paul Ricœ";"Emmanuel Moun"
"Paul Ricœ";"Richard McKeon"
"Paul Samuelson";"William Phillips (economist)"
"Paul Viril";"Gilles Deleuz"
"Paul Viril";"Jacques Ellul"
"Paul de Man";"Jacques D"
"Christian Norberg-Schulz";"Martin H"
"Roman Jakobson";"Anton Marty"
"Ronald C";"Arnold Plan"
"Ronald F";"William Sealy G"
"Rosi B";"Gilles Deleuz"
"Rowan William";"Gillian R"
"Roy A. Perian";"Andrew Streitw"
"Roy Radn";"Erik Lindahl"
"Rudolf Bultmann";"Eric Voegelin"
"Rudolf Bultmann";"Martin H"
"Russell Kirk";"Eric Voegelin"
"Eudorus of Alexan";"Aristo of Alexan"
"E";"Aristocles of Messen"
"E";"Pl"
"Henri Ey";"Eugène Minkowsk"
"Lorenzo F";"Gianni Vattim"
"Sextus of Chaeron";"Pl"
"Max Nonn";"Friedrich Meggendorf"
"Mario Di Fiorin";"Maria Luisa F"
"Zena W";"John T. Dingl"
"Zeno of Citium";"Polemon (scholarch)"
"Zygmunt Bauman";"Emmanuel Levin"
"Élisabeth Roudin";"Jacques Lacan"
"Émile Benven";"Antoine Meill"
"Émile Durkheim";"William Jam"
"Émilie du Châtel";"Willem 's Gravesan"
"Robert Bernascon";"Emmanuel Levin"
"Éric Weil";"Ernst C"
"Nelson Thall";"Marshall McLuhan"
"Allan Bloom";"Jean-Jacques R"
"Allan Bloom";"Raymond Aron"
"Allan G";"Kenneth Arrow"
"Allan V. Cox";"Clyde Wahrhaf"
"Amartya Sen";"Kenneth Arrow"
"Ananda Coomaraswamy";"René Guénon"
"Andrew A";"Mihály András Vaj"
"Andrzej Nowicki (philosopher)";"Kazimierz Łyszczyńsk"
"André Gorz";"Jean-Paul S"
"Daniel Cohn-Ben";"Claude Lef"
"Daniel Pinchbeck";"Jean G"
"Dante Al";"Mechthild of M"
"David Cutl";"James M. P"
"David Forbes Hendry";"Katarina Jusel"
"David Hum";"Jean-Jacques R"
"David Hum";"René D"
"David Hum";"John Lock"
"David Hum";"John Selden"
"David J. Winelan";"Katharine Blodgett G"
"David Lan";"John Luke Gall"
"David Malet Armstron";"Colin Radf"
"David Vin";"James M"
"Davor Džal";"Nikolai Berdyaev"
"Davud Monshiz";"José Ortega y G"
"Arai Hakusek";"Hayashi Razan"
"Victor Bonney";"Comyns Berkeley"
"Viktor Frankl";"Max Schel"
"Virginia Woolf";"Ralph Waldo Emerson"
"Vissarion Belinsky";"Nikolai Stankev"
"Vladimir Arnol";"René Thom"
"Vladimir Lenin";"Nikolay Chernyshevsky"
"Vladimir Lenin";"Joseph Dietzgen"
"Vladimir Lossky";"Nikolay Lossky"
"Vladimir Vernadsky";"Nikolai Fyodorovich Fyodorov"
"Vol";"René D"
"Vol";"John Lock"
"Vol";"John Selden"
"Waldo Rudolph Wedel";"A. T. Hill"
"Wallace Steven";"Ralph Waldo Emerson"
"Walt Whitman";"Ralph Waldo Emerson"
"Walter Benjamin";"Max Horkheim"
"Walter G";"John Ruskin"
"Walter P";"John Ruskin"
"Warren H. Carroll";"Joseph de M"
"Henry M. Sheff";"Josiah Roy"
"Timothy S";"Josiah Roy"
"Gendün Chöphel";"Jamgön Ju Mipham Gy"
"Hazel Kyrk";"James A. Fiel"
"John Elof Boodin";"Josiah Roy"
"Richard De Sm";"Joseph Maréchal"
"Shlomo Wol";"Jean P"
"Richard Kron";"Nikolai Berdyaev"
"Albert of Saxony (philosopher)";"Jean Buridan"
"Derek George Smy";"Joseph S. Fruton"
"Detmar Blow";"John Ruskin"
"Dietrich von Hildebran";"Max Schel"
"Dimitri Kitsik";"Jean-Jacques R"
"Dimitrije Ljotić";"Joseph de M"
"Dmitry Pisarev";"Max Stirn"
"Dmitry Pisarev";"Nikolay Chernyshevsky"
"Timofey Granovsky";"Nikolai Stankev"
"Gerd B. Achen";"Odo Marq"
"Pierre d'Ailly";"Jean Buridan"
"Enrico Arrigon";"Max Stirn"
"Étienne Eugène Azam";"James Braid (surgeon)"
"William Eaton (scientist)";"Attila Szabo (scientist)"
"Hans Cornel";"Max Wertheim"
"Akeel Bilgram";"John McDowell"
"Alain B";"Jean-Paul S"
"Alain B";"Jean Hyppol"
"Alain de Ben";"René Guénon"
"Alan Turin";"Max Newman"
"Alan W";"Nikolai Berdyaev"
"Albert Cam";"Jean-Paul S"
"Albert Cam";"Max Stirn"
"Albert Jay Nock";"Max Hirsch (economist)"
"Aldous Huxley";"Nikolai Berdyaev"
"Aleister Crowley";"James George Fraz"
"Alexander Herzen";"Nikolai Stankev"
"Alexander R";"John Tileston Edsall"
"Alexis de Tocquevill";"Joseph de M"
"Alexius Meinon";"Kazimierz Twardowsk"
"Alfred Tarsk";"Jan Łukasiewicz"
"Algis Uždaviny";"René Guénon"
"Ali Lakhan";"René Guénon"
"Alice Crary";"John McDowell"
"Alicja Gescinsk";"Max Schel"
"Arthur C. Brook";"James Q. Wilson"
"Arthur Evan";"Minos Kalokairin"
"Arthur Schopen";"Jakob Böhm"
"Arthur Schopen";"Jean-Jacques R"
"Arthur Schopen";"René D"
"Arturo Reghin";"René Guénon"
"Ashraf Dehghan";"Masoud Ahmadz"
"August Kekulé";"John Sten"
"Auguste Com";"Jean-Baptiste Say"
"Auguste Com";"Joseph de M"
"Augustin Pyramus de Candoll";"Jean Sen"
"Augustus De Morgan";"Robert Murphy (mathematician)"
"Austan Gool";"James M. P"
"Axel Honn";"John McDowell"
"Axel Ockenfel";"Reinhard Selten"
"Benjamin Constan";"Jean Charles Léonard de Sismon"
"Benjamin R";"Joseph Black"
"Benjamin Tuck";"Max Stirn"
"Bernard Lonergan";"Joseph Maréchal"
"Bertrand Russell";"James Ward (psychologist)"
"Bertrand de Jouvenel";"Raymond Aron"
"Francis Jeanson";"Jean-Paul S"
"Francis Neilson";"Max Hirsch (economist)"
"Francis Parker Yockey";"Joseph de M"
"Franciscus Sylv";"Jan Baptist van Helmon"
"Frank Kn";"Clarence Edwin Ay"
"Frank Lloyd W";"John Ruskin"
"Frank P";"Maurice Ewin"
"Frank Turek";"Norman Geisl"
"Frantz Fanon";"Jean-Paul S"
"Franz Brentan";"James Mill"
"François Simian";"Nikolai Kondratiev"
"Friedrich Engel";"Jean-Jacques R"
"Friedrich Engel";"Max Stirn"
"Friedrich Nietz";"Jean-Jacques R"
"Friedrich Nietz";"Max Stirn"
"Friedrich Nietz";"Ralph Waldo Emerson"
"Friedrich Nietz";"René D"
"Friedrich Nietz";"John Selden"
"Friedrich Wilhelm Joseph Schellin";"Jakob Böhm"
"Frédéric B";"Jean-Baptiste Say"
"Félix G";"Jean-Paul S"
"G. E. M";"James Ward (psychologist)"
"G. K. Chesterton";"John Ruskin"
"G. K. Chesterton";"Joseph de M"
"G. Marius Cl";"Attila Szabo (scientist)"
"Gabriel Marcel";"Nikolai Berdyaev"
"Gabriel Marcel";"Josiah Roy"
"Galileo Galil";"Jean Buridan"
"Georg Wilhelm Friedrich Hegel";"Jakob Böhm"
"Georg Wilhelm Friedrich Hegel";"Jean-Jacques R"
"George Beadl";"Bernard Ogilvie D"
"George Berkeley";"John Lock"
"George Bernard Shaw";"John Ruskin"
"George El";"Ralph Waldo Emerson"
"George Fitz";"John Ruskin"
"George Herbert M";"Josiah Roy"
"George MacDonal";"Joseph de M"
"George Salmon";"James Joseph Sylv"
"George S";"James Ward (psychologist)"
"George S";"Kazimierz Twardowsk"
"George Will";"James Q. Wilson"
"Georges Bernan";"Joseph de M"
"Georges Canguilhem";"Jean Cavaillè"
"Georgi Plekhanov";"Nikolay Chernyshevsky"
